review_id,canonical_place_id,place_name,place_category,reviewer_rating,review_text_raw,weak_sentiment_label,manual_sentiment_label,annotation_confidence,annotation_notes,annotator_id,human_approved
resto-hotel-v2_006345,place_00126,La Pinus Damasus Bistro 26 Resto,restoran,1.0,NUNGGU SETENGAH JAM GAK DATENG DATENG,negative,negative,medium,,A01,yes
resto-hotel-v2_006664,place_00280,Tataring Coffee 26 Resto,restoran,1.0,Ngantar makanannya ngantar nya lama,negative,negative,high,,A01,yes
resto-hotel-v2_006687,place_00280,Tataring Coffee 26 Resto,restoran,1.0,TIDAK DIANJURKAN!! TINGGAL JAUH!!!!,negative,negative,medium,,A01,yes
resto-hotel-v2_006808,place_00307,Widya Restaurant,restoran,2.0,Pelayanannya lama dan tidak ramah,negative,negative,high,,A01,yes
resto-hotel-v2_006846,place_00307,Widya Restaurant,restoran,1.0,ga bagus pelayanannya,negative,negative,medium,mixed_sentiment,A01,yes
resto-hotel-v2_006976,place_00238,Rumah Makan Muslim Penginapan,restoran,1.0,"Songong, ga peduli yg mau beli",negative,negative,medium,,A01,yes
resto-hotel-v2_007352,place_00155,Palito Coffee And Resto,restoran,1.0,"Pelayanan lambat, makanan biasa aja.",negative,negative,high,,A01,yes
resto-hotel-v2_007373,place_00155,Palito Coffee And Resto,restoran,1.0,Pelayanan sama makanan kurang,negative,negative,medium,,A01,yes
resto-hotel-v2_007381,place_00155,Palito Coffee And Resto,restoran,1.0,Tidak direkomendasikan,negative,negative,medium,,A01,yes
resto-hotel-v2_007384,place_00155,Palito Coffee And Resto,restoran,1.0,👌 ...,negative,positive,medium,,A01,yes
resto-hotel-v2_007597,place_00185,Pondok Kolding Pangururan.Samosir,restoran,1.0,Pelayanan lama....,negative,negative,high,,A01,yes
resto-hotel-v2_007645,place_00229,Rumah Makan Khas Batak Moranta Simbolon,restoran,2.0,Nice,negative,positive,medium,,A01,yes
resto-hotel-v2_007664,place_00250,Rumba Restaurant,restoran,1.0,Bad Attitude,negative,negative,high,,A01,yes
resto-hotel-v2_007671,place_00250,Rumba Restaurant,restoran,2.0,Ok,negative,neutral,medium,,A01,yes
resto-hotel-v2_007691,place_00250,Rumba Restaurant,restoran,2.0,servicenya harus diperbaiki,negative,negative,medium,,A01,yes
resto-hotel-v2_007773,place_00250,Rumba Restaurant,restoran,2.0,I have the worst pizza in my life😆 ...,negative,negative,high,,A01,yes
resto-hotel-v2_007800,place_00250,Rumba Restaurant,restoran,2.0,"no comments ,smoking everywhere",negative,negative,medium,,A01,yes
resto-hotel-v2_007807,place_00250,Rumba Restaurant,restoran,1.0,makanan enak tapi pelayanan nya kek tai,negative,negative,high,,A01,yes
resto-hotel-v2_007926,place_00358,Rumah Makan Islam Murni Tuktuk Siadong,hotel_resto,2.0,Matap masakan muslim di tutk tuk siandong.,negative,positive,high,,A01,yes
resto-hotel-v2_008080,place_00152,Orari Restaurant,restoran,1.0,Not recommended Waktu tunggu makanan lama,negative,negative,medium,mixed_sentiment,A01,yes
resto-hotel-v2_008251,place_00205,Rm Bpk Man Kena (Bang Gurning),restoran,1.0,Pangga ya gak segar ke udah lama terasa,negative,negative,high,,A01,yes
resto-hotel-v2_008508,place_00154,Pagar Batu Resto 26 Penginapan,restoran,1.0,goreng katsu doang lama banget capek,negative,negative,high,,A01,yes
resto-hotel-v2_008629,place_00234,Rumah Makan Marina,restoran,1.0,Harga ayamnya mahal sekali,negative,negative,high,,A01,yes
resto-hotel-v2_008660,place_00223,Rumah Makan Elizabeth,restoran,1.0,Gak bagus,negative,negative,medium,mixed_sentiment,A01,yes
resto-hotel-v2_008661,place_00223,Rumah Makan Elizabeth,restoran,1.0,Gak.,negative,negative,medium,,A01,yes
resto-hotel-v2_008895,place_00027,Artomoro Lamongan,restoran,1.0,Pelayanan nya lama,negative,negative,high,,A01,yes
resto-hotel-v2_008904,place_00241,Rumah Makan %22Pondok Karen%22,restoran,1.0,Cocok buat nyabu🤙🖕 ...,negative,negative,high,,A01,yes
resto-hotel-v2_009045,place_00247,Rumah Makan Safitri,restoran,1.0,Tidak ada persiapan!,negative,negative,high,,A01,yes
resto-hotel-v2_009067,place_00247,Rumah Makan Safitri,restoran,1.0,Pelayanan sangat buruk,negative,negative,high,,A01,yes
resto-hotel-v2_009098,place_00212,Rm Muslim Menara,restoran,1.0,Makanan lama datang pelayanannya buruk,negative,negative,high,,A01,yes
resto-hotel-v2_009100,place_00212,Rm Muslim Menara,restoran,1.0,Pelayanannya buruk .,negative,negative,high,,A01,yes
resto-hotel-v2_009106,place_00212,Rm Muslim Menara,restoran,1.0,Lama kali datang makanannya,negative,negative,high,,A01,yes
resto-hotel-v2_009117,place_00212,Rm Muslim Menara,restoran,1.0,"Ya, benar.",negative,neutral,high,insufficient_context,A01,yes
resto-hotel-v2_009147,place_00212,Rm Muslim Menara,restoran,2.0,cukup,negative,neutral,medium,,A01,yes
resto-hotel-v2_009198,place_00297,Warkop Panorama I Panatapan Parapat,restoran,1.0,Sangat mahal,negative,negative,high,,A01,yes
resto-hotel-v2_009342,place_00118,Kafe Pak Pos,restoran,2.0,Cuma ini diparapat menu yg jelas halal,negative,positive,medium,,A01,yes
resto-hotel-v2_009371,place_00118,Kafe Pak Pos,restoran,2.0,Menu gado2ny lain spt yg biasa sy mkn..,negative,negative,medium,,A01,yes
resto-hotel-v2_009428,place_00360,Rumah Makan Khas Minang,hotel_resto,1.0,"Dah gak enak,mahal lg",negative,negative,high,,A01,yes
resto-hotel-v2_009453,place_00360,Rumah Makan Khas Minang,hotel_resto,2.0,mahal dan tidak sesuai,negative,negative,high,,A01,yes
resto-hotel-v2_009459,place_00360,Rumah Makan Khas Minang,hotel_resto,1.0,Gak ada yg enak.rasa makanannya hambar.,negative,negative,high,,A01,yes
resto-hotel-v2_009460,place_00360,Rumah Makan Khas Minang,hotel_resto,2.0,"Lauk yg terbatas, harga lumayan mahal",negative,negative,high,,A01,yes
resto-hotel-v2_009478,place_00360,Rumah Makan Khas Minang,hotel_resto,1.0,Udh lah mahal tak enak pula,negative,negative,medium,mixed_sentiment,A01,yes
resto-hotel-v2_009489,place_00213,Rm. Nasional Sampean Uli,restoran,1.0,Tidak sopan sekalii,negative,negative,high,,A01,yes
resto-hotel-v2_009574,place_00239,Rumah Makan Nasional Sinurat,restoran,1.0,Saya tidak berkomentar.,negative,negative,medium,,A01,yes
wisata-v2_000015,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,1.0,Seru buat liburan,negative,positive,high,,A01,yes
wisata-v2_000023,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,1.0,Aduh gak deh di warung ini lagi,negative,negative,medium,,A01,yes
wisata-v2_000032,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,1.0,Sangat bagus untuk anak-anak,negative,positive,high,,A01,yes
wisata-v2_000166,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,1.0,Otic,negative,neutral,low,insufficient_context,A01,yes
wisata-v2_000207,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,1.0,"Semuanya beayar, mahal lagi. Kurang bagus",negative,negative,high,,A01,yes
wisata-v2_000570,place_00011,Air Terjun Sampuran,wisata,1.0,Enak,negative,positive,high,,A01,yes
wisata-v2_000714,place_00091,Geosite Sipinsur,wisata,1.0,Nggak menarik lagi... Dah nggak terurus..,negative,negative,medium,,A01,yes
wisata-v2_000760,place_00091,Geosite Sipinsur,wisata,1.0,Saya suka.,negative,positive,high,,A01,yes
wisata-v2_000887,place_00091,Geosite Sipinsur,wisata,1.0,SIPINSUR NAULI,negative,negative,medium,,A01,yes
wisata-v2_000898,place_00091,Geosite Sipinsur,wisata,1.0,Sangat indah,negative,positive,high,,A01,yes
wisata-v2_001147,place_00091,Geosite Sipinsur,wisata,2.0,Pemandangan alam yg sangat indah,negative,positive,high,,A01,yes
wisata-v2_001451,place_00313,Wisata Rumah Pohon,wisata,2.0,Belum pernah,negative,negative,medium,,A01,yes
wisata-v2_001466,place_00313,Wisata Rumah Pohon,wisata,2.0,Toiletnya tak ada air.,negative,negative,medium,,A01,yes
wisata-v2_001490,place_00019,Air Terjun Situmurun,wisata,2.0,Ry,negative,neutral,high,insufficient_context,A01,yes
wisata-v2_001972,place_00049,Boli Boli Hot Spring,wisata,1.0,Gak layak..makanan gak enak,negative,negative,medium,mixed_sentiment,A01,yes
wisata-v2_002134,place_00049,Boli Boli Hot Spring,wisata,1.0,Very dirty,negative,negative,medium,,A01,yes
wisata-v2_002199,place_00064,Bukit Senyum,wisata,1.0,Bnyak bungkus kondom,negative,negative,medium,,A01,yes
wisata-v2_002258,place_00064,Bukit Senyum,wisata,1.0,Gajelas,negative,negative,medium,,A01,yes
wisata-v2_002292,place_00064,Bukit Senyum,wisata,1.0,BAGUS CARIK TEMPAT LAIN,negative,positive,high,,A01,yes
wisata-v2_002297,place_00064,Bukit Senyum,wisata,1.0,GA REKOMEN,negative,negative,medium,mixed_sentiment,A01,yes
wisata-v2_002599,place_00011,Air Terjun Sampuran,wisata,1.0,enak,negative,positive,high,,A01,yes
wisata-v2_002623,place_00353,Rest Area Adian Nalambok,wisata,1.0,JOROK DAN PENJUALNYA KASAR.,negative,negative,high,,A01,yes
wisata-v2_002640,place_00353,Rest Area Adian Nalambok,wisata,1.0,Pelayanan kurang memuaskan,negative,negative,high,,A01,yes
wisata-v2_002768,place_00335,Pakkodian Toba,wisata,1.0,Sudah bangun ternyata bukan mimpi,negative,negative,medium,,A01,yes
wisata-v2_002803,place_00335,Pakkodian Toba,wisata,1.0,Banyak pungli ditempat ini sekarang,negative,negative,medium,,A01,yes
wisata-v2_003040,place_00042,Batu Marhosa,wisata,1.0,"No whistles heard, not worth the stop.",negative,negative,medium,,A01,yes
wisata-v2_003171,place_00065,Bukit Sidihoni,wisata,2.0,Not worth to visit as nothing much to see,negative,negative,medium,,A01,yes
wisata-v2_003298,place_00067,Bukit Sipatungan,wisata,1.0,Kontol ayam,negative,negative,medium,,A01,yes
wisata-v2_003409,place_00196,Pusat Informasi Toba Caldera Unesco Global Geopark,wisata,1.0,Kotor tidak ramah tidak bagus,negative,negative,high,,A01,yes
wisata-v2_003906,place_00321,Bukit Holbung Samosir,wisata,1.0,Tiket udah naik 30 ribu,negative,negative,medium,,A01,yes
wisata-v2_005603,place_00003,Aek Rangat Pangururan,wisata,1.0,Jorok,negative,negative,high,,A01,yes
wisata-v2_005946,place_00180,Penatapan Parhallow Sigarantung,wisata,1.0,"Jorok, pesan makanan GK sesuai, mahal lg",negative,negative,high,,A01,yes
wisata-v2_006066,place_00039,Batu Gantung,wisata,1.0,sangat menyenangkan liburan di sini,negative,negative,medium,,A01,yes
wisata-v2_006325,place_00097,Gunung Pusuk Buhit,wisata,2.0,Tempat yang sangat menakjubkan,negative,positive,medium,,A01,yes
wisata-v2_006375,place_00352,Pusuk Buhit Mountain,wisata,1.0,Tidak ada apa pun di titik GPS,negative,negative,high,,A01,yes
wisata-v2_006523,place_00007,Air Terjun Janji,wisata,2.0,Menyenangkan,negative,positive,medium,,A01,yes
wisata-v2_006581,place_00007,Air Terjun Janji,wisata,1.0,St,negative,neutral,high,insufficient_context,A01,yes
wisata-v2_006778,place_00142,Monumen Raja Sonakmalela,wisata,1.0,Ada penjual bandrek yang enak di depannya,negative,positive,high,,A01,yes
wisata-v2_006807,place_00080,Desa Adat Ragi Hotang Meat,wisata,2.0,Sangat memuaskan,negative,positive,high,,A01,yes
wisata-v2_006919,place_00349,Pengrajin Ulos Batak Dan Karo (Christwo Tenun),wisata,1.0,Toilet tdk ada air,negative,negative,medium,,A01,yes
wisata-v2_007064,place_00172,Patung Sigalegale,wisata,2.0,Tidak se tradisional yg lalu,negative,negative,medium,,A01,yes
wisata-v2_007349,place_00370,Sopo Guru Tatea Bulan,wisata,1.0,Saya tidak berkomentar.,negative,negative,medium,,A01,yes
wisata-v2_007610,place_00146,Museum Huta Bolon Simanindo,wisata,2.0,bagus lah,negative,positive,high,,A01,yes
wisata-v2_007828,place_00128,Labersa Toba Fantasi Waterpark,wisata,1.0,Gak terawat banyak kaporit,negative,negative,medium,,A01,yes
wisata-v2_008129,place_00251,Salib Kasih Tarutung,wisata,2.0,Yang berjualan berubah jadi Kurang Ramah,negative,negative,high,,A01,yes
wisata-v2_008312,place_00173,"Patung Yesus, Bukit Sibeabea",wisata,1.0,yesusnya siapa ini...t4 sesat,negative,negative,medium,,A01,yes
wisata-v2_008403,place_00173,"Patung Yesus, Bukit Sibeabea",wisata,2.0,Negri indah kepingan surga,negative,positive,high,,A01,yes
wisata-v2_008664,place_00145,Museum Batak T.B. Silalahi Center,wisata,1.0,Pembagi tiket gak ramah (kecewa kami),negative,negative,high,,A01,yes
wisata-v2_008926,place_00170,Pasar Tomok,wisata,1.0,Sangat bagus saran nya,negative,positive,high,,A01,yes
wisata-v2_008967,place_00170,Pasar Tomok,wisata,2.0,pasar lokal,negative,neutral,high,,A01,yes
wisata-v2_009038,place_00156,Penatapan Puncak Sidiangkat,wisata,2.0,Pernah singgah,negative,neutral,high,,A01,yes
wisata-v2_009047,place_00156,Penatapan Puncak Sidiangkat,wisata,1.0,Tempat nya b aja,negative,negative,high,,A01,yes
wisata-v2_009053,place_00156,Penatapan Puncak Sidiangkat,wisata,1.0,gas asik,negative,negative,medium,,A01,yes
wisata-v2_009246,place_00294,Tuan Nagani Paradise,wisata,1.0,Kemahalan,negative,negative,high,,A01,yes
wisata-v2_009296,place_00294,Tuan Nagani Paradise,wisata,1.0,Tidak menarik,negative,negative,medium,,A01,yes
wisata-v2_009435,place_00006,Air Terjun Efrata,wisata,2.0,akses jalan yang buruk,negative,negative,high,,A01,yes
wisata-v2_009464,place_00006,Air Terjun Efrata,wisata,1.0,Jalan yang rusak tidak ada perawatan.,negative,negative,high,,A01,yes
wisata-v2_009484,place_00006,Air Terjun Efrata,wisata,1.0,Jalanan menuju Air terjun parah,negative,negative,medium,,A01,yes
wisata-v2_009526,place_00006,Air Terjun Efrata,wisata,1.0,Mahal,negative,negative,high,,A01,yes
wisata-v2_009528,place_00006,Air Terjun Efrata,wisata,1.0,Banyak pajak nya,negative,negative,medium,,A01,yes
wisata-v2_009565,place_00006,Air Terjun Efrata,wisata,1.0,Semua serba bayar,negative,negative,medium,,A01,yes
wisata-v2_009567,place_00006,Air Terjun Efrata,wisata,1.0,"Pengalaman Suram, No recommended",negative,positive,high,,A01,yes
wisata-v2_009586,place_00006,Air Terjun Efrata,wisata,1.0,Banyak jalan rusak,negative,negative,high,,A01,yes
wisata-v2_009679,place_00017,Air Terjun Sipisopiso,wisata,2.0,Banyak pungli,negative,negative,medium,,A01,yes
wisata-v2_009734,place_00017,Air Terjun Sipisopiso,wisata,1.0,Tukang parkir tidak ramah bintang 1,negative,negative,high,,A01,yes
wisata-v2_009761,place_00017,Air Terjun Sipisopiso,wisata,2.0,Perlu pembenahan lokadi,negative,neutral,medium,,A01,yes
wisata-v2_009816,place_00160,Pantai Gajah Tidur Paropo Silalahi,wisata,2.0,Oke,negative,neutral,medium,,A01,yes
wisata-v2_009844,place_00175,Pemandian Air Panas Rianiate,wisata,1.0,Kecewa,negative,negative,high,,A01,yes
wisata-v2_009845,place_00175,Pemandian Air Panas Rianiate,wisata,2.0,Mantap adem sentosa,negative,positive,high,,A01,yes
wisata-v2_009882,place_00175,Pemandian Air Panas Rianiate,wisata,2.0,Bingung gimana masuk nya. Ga da tanda,negative,negative,medium,,A01,yes
wisata-v2_010005,place_00171,Pantai Pasir Putih Parbaba,wisata,2.0,Kumuh tempat nya,negative,negative,medium,,A01,yes
wisata-v2_010009,place_00171,Pantai Pasir Putih Parbaba,wisata,1.0,Karna air ya jorok,negative,negative,high,,A01,yes
wisata-v2_010021,place_00171,Pantai Pasir Putih Parbaba,wisata,1.0,"Jangan kesini,semua serba kutip",negative,negative,high,,A01,yes
wisata-v2_010060,place_00171,Pantai Pasir Putih Parbaba,wisata,1.0,gak bgt,negative,negative,high,,A01,yes
wisata-v2_010068,place_00171,Pantai Pasir Putih Parbaba,wisata,1.0,Menggagalkan,negative,negative,high,,A01,yes
wisata-v2_010085,place_00171,Pantai Pasir Putih Parbaba,wisata,1.0,"JELEK, MAHAL dah gitu aja",negative,negative,high,,A01,yes
wisata-v2_010101,place_00171,Pantai Pasir Putih Parbaba,wisata,1.0,Kumuh banyak pengutipan,negative,negative,medium,,A01,yes
wisata-v2_010103,place_00171,Pantai Pasir Putih Parbaba,wisata,2.0,Dirty,negative,negative,medium,,A01,yes
wisata-v2_010178,place_00171,Pantai Pasir Putih Parbaba,wisata,2.0,Biasa aja tak ada yang istimewa..,negative,negative,high,,A01,yes
wisata-v2_010181,place_00171,Pantai Pasir Putih Parbaba,wisata,2.0,B aja,negative,negative,high,,A01,yes
wisata-v2_010252,place_00159,Pantai Batuhoda,wisata,1.0,Petugasnya tidak ramah⭐️,negative,negative,high,,A01,yes
wisata-v2_010512,place_00178,Pemandian Alam Sejuk Pas,wisata,1.0,Sangat bagus,negative,positive,high,,A01,yes
wisata-v2_010530,place_00178,Pemandian Alam Sejuk Pas,wisata,2.0,Aku tahu,negative,neutral,high,,A01,yes
wisata-v2_010537,place_00178,Pemandian Alam Sejuk Pas,wisata,1.0,Jorok dan air nya bau,negative,negative,high,,A01,yes
wisata-v2_010559,place_00178,Pemandian Alam Sejuk Pas,wisata,2.0,Sesuai dengan nama,negative,neutral,high,,A01,yes
wisata-v2_010575,place_00178,Pemandian Alam Sejuk Pas,wisata,1.0,Mending karanganyar,negative,negative,medium,,A01,yes
wisata-v2_010647,place_00062,Bukit Indah Simarjarunjung,wisata,1.0,Kerupuknya melempem,negative,negative,medium,,A01,yes
wisata-v2_010735,place_00062,Bukit Indah Simarjarunjung,wisata,2.0,Hotspot poto dsana bnyak yg tdak d rawat,negative,negative,medium,,A01,yes
wisata-v2_010825,place_00021,Air Terjun Tonduhan,wisata,2.0,Udah ga terurus.. Mau kesini udah payah,negative,negative,medium,,A01,yes
wisata-v2_010886,place_00328,"Kebun Teh Bahbutong, Sidamanik",wisata,2.0,Yang jualan seperti gak niat jualan,negative,negative,medium,,A01,yes
wisata-v2_010995,place_00328,"Kebun Teh Bahbutong, Sidamanik",wisata,1.0,Biasa aja banyak debu di jalan,negative,negative,high,,A01,yes
wisata-v2_011077,place_00177,Pemandian Alam Bah Damanik,wisata,1.0,Gk sesuai ekspektasi!! 🤬 ...,negative,negative,medium,,A01,yes
wisata-v2_011104,place_00177,Pemandian Alam Bah Damanik,wisata,1.0,terlalu banyak pungli.,negative,negative,medium,,A01,yes
wisata-v2_011136,place_00177,Pemandian Alam Bah Damanik,wisata,2.0,Capek naik turun tangganya kebawah kali,negative,negative,medium,,A01,yes
wisata-v2_011208,place_00177,Pemandian Alam Bah Damanik,wisata,1.0,Curang,negative,negative,high,,A01,yes
wisata-v2_011262,place_00120,Kawah Putih Dolok Tinggi Raja,wisata,1.0,"awokwow, preman + pungli = Hama",negative,negative,medium,,A01,yes
wisata-v2_011304,place_00120,Kawah Putih Dolok Tinggi Raja,wisata,1.0,"Banyak pungli, Kampungan",negative,negative,medium,,A01,yes
wisata-v2_011312,place_00120,Kawah Putih Dolok Tinggi Raja,wisata,2.0,Jalan rusak dimanfaatkan pungli,negative,negative,high,,A01,yes
wisata-v2_011313,place_00120,Kawah Putih Dolok Tinggi Raja,wisata,1.0,Airnya uda gk ada,negative,negative,medium,,A01,yes
wisata-v2_011373,place_00342,Pantai Paris,wisata,1.0,Tidak bagus,negative,negative,medium,mixed_sentiment,A01,yes
wisata-v2_011452,place_00342,Pantai Paris,wisata,1.0,Sangat indah,negative,positive,high,,A01,yes
wisata-v2_011488,place_00342,Pantai Paris,wisata,1.0,Kue itu bukan pantai,negative,negative,medium,,A01,yes
wisata-v2_011784,place_00309,Wisata Anugerah Indah Sippan,wisata,1.0,Sangat buruk,negative,negative,high,,A01,yes
wisata-v2_011874,place_00136,Manigom Nauli,wisata,1.0,Sayangnya sudah tidak digunakan lagi :(,negative,negative,medium,,A01,yes
wisata-v2_011958,place_00136,Manigom Nauli,wisata,2.0,Tifak sesuai dgn gambar,negative,negative,medium,,A01,yes
wisata-v2_012193,place_00316,Air Soda Parbubu,wisata,1.0,Banyak pungli,negative,negative,medium,,A01,yes
resto-hotel-v2_000138,place_00148,Nauli Inn,hotel,3.0,"Parkir hanya bisa 4 mobil, pemandangannya bagus hanya di pagi hari, lokasi agak terpencil, kamar yang besar dan bagus untuk keluarga.",neutral,positive,high,,A01,yes
resto-hotel-v2_000688,place_00296,Vany Villa Balige,hotel,3.0,"Halo, review ini tidak ada unsur kebencian. Akhir tahun kemarin sedang mudik. Kebetulan di rumah opung tidak ada sinyal, sedangkan mendesak harus wfc. Lalu mampir lah ke cafe villa ini karena terlihat menarik. Sesampainya, diberitahukan sedang ada briefing sehingga harus menunggu. Akhirnya waitress datang membawakan menu, nah, disini menurutku perlu di improve, waitress harus mengerti dengan apapun yg dijual pada buku menu. Karena saat menanyakan beberapa jenis makanan, aku tidak mendapatkan informasi yang jelas. Contohnya “untuk menu A ini, detailnya seperti apasih kak masakannya?” waitress terlihat bingung sekali. “Menu B ini ready kan kak?” Waitress bingung lagi dengan jawabannya “maksudnya bagaimana kak?” Katanya. No hate, cuma masukan agar ada improve, sayang sekali kan cafe dan vila sebagus ini kalau terus2an seperti itu. Yang kedua, karena dirasa posisi duduk kurang nyaman dibawah untuk buka laptop, dan indoor dibawah masih ada briefing. Aku menanyakan ke waitress tersebut apakah boleh pindah ke atas? Lalu dijawab boleh, dan dibantu membawakan minuman pesananku. Di atas, sambil menunggu pesanan makanan datang, aku take picture beberapa spot karena memang cafe nya bagus sekali hehehe danau toba juga terlihat jelas. Setelah makananku datang, saat baru menyantap fetucine beberapa suapan pertama, tiba2 didatangi waitress yang lain bahwa katanya 1 jam kedepan lantai atas sudah di booking semua jadi harus pindah ke bawah. Wah, rasanya agak badmood karena diberitahukan disaat sedang makan. Kenapa diperbolehkan ke atas sebelumnya? Bahkan niat untuk wfc pun belum terealisasikan. Akhirnya tidak sempat kuhabiskan makanan dan minumanku karena sudah banyak staff yang geser2 kursi dan meja sehingga merasa “diusir secara halus”. Semoga kedepannya vany villa dapat improve, dan semoga semakin keren kedepannya. Aamiin 🤍",neutral,negative,high,,A01,yes
resto-hotel-v2_001355,place_00211,RM Lapo Jior,restoran,3.0,RM batak,neutral,positive,medium,,A01,yes
resto-hotel-v2_001425,place_00195,Purnama Balige Hotel,hotel,3.0,Satpam ya ramah dan tegas,neutral,positive,high,,A01,yes
resto-hotel-v2_001450,place_00195,Purnama Balige Hotel,hotel,3.0,Untuk kamarnya bersih dan rapi Tempatnya strategis pas depan danau Sayangnya gak ada meja dan kursinya ...,neutral,positive,medium,mixed_sentiment,A01,yes
resto-hotel-v2_001927,place_00284,The Boat Homestay and Spa,hotel,3.0,"😀 View rimbunan pepohonan hijau, bangun pagi bisa hirup udara segar, pemilik ramah, staff responsif dan bekerja keras. 😢 Diminta menunggu dulu saat akan check-in, padahal tiba jam 5 sore, untung hanya 5 menit, banyak bagian lantai dan dinding rumah kapalnya sudah mulai lapuk dan perlu renovasi, perlu bawa krim anti nyamuk, sarapan tidak ada pilihan, hanya nasi goreng, tidak ada tissue dan air mineral, dan saat akan check-out, pemilik lebih mementingkan buah alpukat daripada membantu mengangkat barang bawaan tamu. Kalo tidak mau membantu karena sebagai boss, semestinya meminta staff membantu ....",neutral,negative,high,,A01,yes
resto-hotel-v2_004083,place_00329,Kedai Bakmi Bahagia Sukaria,hotel_resto,3.0,Nasi goreng lain kali jangan pake pasir pak,neutral,negative,high,,A01,yes
resto-hotel-v2_004100,place_00329,Kedai Bakmi Bahagia Sukaria,hotel_resto,3.0,Tidak ke sana tapi ke kedai sukaria di sebelah kiri.,neutral,negative,medium,,A01,yes
resto-hotel-v2_004400,place_00036,Balige Seafood,restoran,3.0,Tidak ramah,neutral,negative,high,,A01,yes
resto-hotel-v2_004862,place_00078,Damasus Nataboan Resto,restoran,3.0,"Perjuangan makan ke sini harus siap melewati jalan sempit dan terjal yang muat untuk 1 mobil. Kalau papasan salah satu harus mundur cari yang agak lapang karena minggir sedikit mepet jurang. Herannya banyak yang penasaran ke sini mungkin gara-gara tiktok. Makanan rasanya tidak istimewa tapi view nya yang bagus, danau Toba yang jernih sampai ikan mas kelihatan. Ada anak-anak juga yang berenang tebutan koin.",neutral,positive,high,,A01,yes
resto-hotel-v2_004891,place_00078,Damasus Nataboan Resto,restoran,3.0,"Lebih baik gunakan perahu untuk makan di sini, jangan menggunakan mobil. Jalan sangat sempit.",neutral,negative,medium,mixed_sentiment,A01,yes
resto-hotel-v2_004925,place_00078,Damasus Nataboan Resto,restoran,3.0,"Lihat review di youtube, tertarik dan berniat kesana, tapi di tengah jalan putar balik krna jalan ke bawah naik mobil cukup seram, mungkin next bisa lebih sering di up ke sosmednya biar org gak ragu atau takut mau dtg ke resto👍 ...",neutral,positive,medium,,A01,yes
resto-hotel-v2_004967,place_00078,Damasus Nataboan Resto,restoran,3.0,"Pas dtg gak bgitu rame jd masih cepat pesananny dtg,,,tp apa krna pelayananny dikit, jadi meja banyak yg belum dibersihkan,klo gak mau didudukin,,, Parkiran agak susah klo rame,, Pesan kelapa jeruk, tp kelapany tua,,jd yg ada air kelapa+jeruk Pas datang dikasih dua jenis sambel yg enak menurut aku... Ikannya udh pasti seger..enak...cuma peaan udang asam manis dan ikan nila,,itu enak...",neutral,positive,high,,A01,yes
resto-hotel-v2_004975,place_00078,Damasus Nataboan Resto,restoran,3.0,"Very nice restaurant with a view. It is located by Toba Lake. We came here by boa after short visitvto Samosir Island. You can reach this place by car but with a boat is another experience. We came here as part of the tour. The scenery was beautiful. You eat with the view of the lake. The food was ready when we arrived. Overall, the food is standard. They use local fish from the lake, I believe. The service was very good. It was a good experience. There are local kids waiting forcyou to throw coin to the lake so yhey can dive to find it. There are also many fishes waiting for you to throw leftover food to the lake. You can also ee egrets. Will come again next time.",neutral,positive,high,,A01,yes
resto-hotel-v2_005102,place_00023,Alyssa Restaurant Pizza,restoran,3.0,"Pizza secukupnya saja Daging babi bakarnya enak, dimakan dengan nasi panas juga enak.",neutral,positive,medium,mixed_sentiment,A01,yes
resto-hotel-v2_005155,place_00023,Alyssa Restaurant Pizza,restoran,3.0,"Kami mampir di sini untuk makan siang pada hari kedua kami. Kami memutuskan untuk mencoba Babi Panggang (Babi Panggang) yang direkomendasikan penduduk setempat. Resto ini mudah ditemukan karena berada tepat di pinggir jalan utama dan interiornya terbuka. Daging Babi Panggangnya agak terlalu keras untuk kita sukai dan cukup kering, tapi saus di sampingnya enak.",neutral,positive,medium,mixed_sentiment,A01,yes
resto-hotel-v2_005687,place_00265,Solu Bolon Cafe And Resto,restoran,3.0,Belum ada komentar,neutral,neutral,high,,A01,yes
