clause_id,review_id,canonical_place_id,place_name,place_category,clause_index,clause_text,weak_aspects,manual_aspects,annotator_id,human_approved,annotation_notes
resto-hotel-v2_003466::c002,resto-hotel-v2_003466,place_00029,Bagus Bay Guest House,hotel,2,"Meskipun air panasnya agak bermasalah untuk kamar mandi, ada kamar mandi alternatif di bagian belakang hotel, jadi minta saja untuk menggunakannya",akomodasi|toilet,toilet|akomodasi,A01,yes,
resto-hotel-v2_003473::c000,resto-hotel-v2_003473,place_00029,Bagus Bay Guest House,hotel,0,"Lokasinya dapat dicapai dengan berjalan kaki dari Pelabuhan Sosor Galung, tempat kapal Tiga Raja dari Parapat (Rp15.000 sekali jalan) beroperasi",akses_jalan|transportasi,akses_jalan|transportasi|harga,A01,yes,Rp15.000 = harga
resto-hotel-v2_003473::c001,resto-hotel-v2_003473,place_00029,Bagus Bay Guest House,hotel,1,"Sekarang, ada banyak perusahaan kapal yang beroperasi di berbagai pelabuhan di sisi Samosir",transportasi,transportasi,A01,yes,
resto-hotel-v2_003489::c000,resto-hotel-v2_003489,place_00240,Rumah Makan Panca,restoran,0,Enak,lainnya,makanan,A01,yes,
resto-hotel-v2_003532::c000,resto-hotel-v2_003532,place_00240,Rumah Makan Panca,restoran,0,"Makanannya enak , daging panggangnya tdk keras/alot☺☺ RM ini ternyata sdh sangat dikenal di seputaran Balige krn kami tahu RM ini krn bertanya kpd warga setempat",lainnya,makanan,A01,yes,
resto-hotel-v2_003561::c000,resto-hotel-v2_003561,place_00240,Rumah Makan Panca,restoran,0,Pelayanan mantap Recommended babi panggang aja,pelayanan,pelayanan|makanan,A01,yes,
resto-hotel-v2_003589::c005,resto-hotel-v2_003589,place_00240,Rumah Makan Panca,restoran,5,kamar mandi bersih,akomodasi|kebersihan|toilet,kebersihan|toilet,A01,yes,Restoran; bukan akomodasi
resto-hotel-v2_003598::c002,resto-hotel-v2_003598,place_00240,Rumah Makan Panca,restoran,2,Dan selalu Ramai Pengunjung,keramaian,keramaian,A01,yes,
resto-hotel-v2_003628::c000,resto-hotel-v2_003628,place_00109,Hutanta Cafe,restoran,0,"Menu oke, pelayanan oke, parkir oke👍 hargapun oke",parkir|pelayanan,parkir|pelayanan|makanan,A01,yes,
resto-hotel-v2_003654::c000,resto-hotel-v2_003654,place_00109,Hutanta Cafe,restoran,0,Tempatnya asik Menu banyak dan harga sesuai porsi lah Yg digambar > mie kuah daging sapi,harga|makanan,harga|makanan,A01,yes,
resto-hotel-v2_003704::c001,resto-hotel-v2_003704,place_00283,Tepi Danau Bistro,restoran,1,"Pelayanan baik, cuma pesanan agak lama datang nya, mungkin karena lagi ramai",keramaian|pelayanan,pelayanan|keramaian,A01,yes,
resto-hotel-v2_003727::c001,resto-hotel-v2_003727,place_00283,Tepi Danau Bistro,restoran,1,"Lokasi di tepi danau toba, makan dengan suasana yang tenang",keramaian|makanan,makanan|pemandangan|keramaian,A01,yes,
resto-hotel-v2_003736::c000,resto-hotel-v2_003736,place_00283,Tepi Danau Bistro,restoran,0,"Pelayanan kurang ramah, durasi pesanan lama untuk kondisi tidak ramai di hari biasa, gausah pesan hot plate dianter ny udah dingin, mau bayar ga bisa cancel pesanan yg belum diantar padahal sudah di reminder berkali2 sampai sejam lebih dan baru buat setelah bayar terpaksa nunggu lagi, gada SOP nya, pelayanan kurang tertata dan tidak ramah tanpa rasa bersalah",keramaian|pelayanan,pelayanan|makanan|keramaian,A01,yes,Pelayanan + hot plate dingin + tidak ramai; 'sampai sejam' bukan akses_jalan
resto-hotel-v2_003743::c001,resto-hotel-v2_003743,place_00283,Tepi Danau Bistro,restoran,1,"pelayanannya kurang, karna saya juga lulusan f&b service, saya sangat kecewa waktu itu di tgl 17/02/2025, saya sudah biasa pesan ice cafe late butterscocth, dan pas saya coba yg hr itu eh gak ada expressonya, jadi saya panggil waiter/s ny, dan mreka iakan komplain saya",makanan|pelayanan,pelayanan|makanan,A01,yes,
resto-hotel-v2_003753::c000,resto-hotel-v2_003753,place_00283,Tepi Danau Bistro,restoran,0,Makanan lama datengnya,makanan,pelayanan|makanan,A01,yes,
resto-hotel-v2_003755::c000,resto-hotel-v2_003755,place_00283,Tepi Danau Bistro,restoran,0,"Tempatnya nyaman, bersih dan aman Cocok untuk ngumpul keluarga & teman Harga cukup terjangkau & menu cukup lengkap",harga|keamanan|kebersihan,kebersihan|harga|makanan|keamanan|aksesibilitas,A01,yes,
resto-hotel-v2_003757::c009,resto-hotel-v2_003757,place_00283,Tepi Danau Bistro,restoran,9,pelayanan dan suasana karyawannya sungguh mengecewakan,pelayanan,pelayanan,A01,yes,
resto-hotel-v2_003760::c000,resto-hotel-v2_003760,place_00283,Tepi Danau Bistro,restoran,0,tgl 5/1/25 kemarin makan bersama keluarga ditempat ini,makanan,makanan|aksesibilitas,A01,yes,
resto-hotel-v2_003793::c000,resto-hotel-v2_003793,place_00283,Tepi Danau Bistro,restoran,0,Pesanan makanan datangnya lama,makanan,pelayanan|makanan,A01,yes,
resto-hotel-v2_003798::c000,resto-hotel-v2_003798,place_00283,Tepi Danau Bistro,restoran,0,"Suasananya, sebut dengan musik yg santai",lainnya,none,A01,yes,
resto-hotel-v2_003826::c003,resto-hotel-v2_003826,place_00283,Tepi Danau Bistro,restoran,3,"Biar kebersihan lebih di perhatikan, kamar mandi nya jorok, bau, saluran air banyak puntung rokok dan rambut rambut dan toilet duduk nya berkerak",akomodasi|harga|kebersihan|toilet,kebersihan|toilet,A01,yes,Restoran; tidak ada harga
resto-hotel-v2_003855::c000,resto-hotel-v2_003855,place_00283,Tepi Danau Bistro,restoran,0,"Musik nya kayak tempat dugem, berisik, sangat tdk rekomendasi klo ingin nongkrong dan berbicara",keramaian,pelayanan|keramaian,A01,yes,
resto-hotel-v2_003924::c000,resto-hotel-v2_003924,place_00132,Leon Cafe,restoran,0,"Ikan asam manisnya enak poll, ikan bakar The best, selalu rindu mau nongkrong di Leon Cafe.👍👍",lainnya,makanan,A01,yes,
resto-hotel-v2_003977::c000,resto-hotel-v2_003977,place_00242,Rumah Makan Pondok Salero,restoran,0,"Untuk cita rasa makanan ini cukup enak dan layanannya juga cukup ramah, model prasmanan, kita bebas pilih lauk yg di inginkan, kunjungan kita saat itu suasana tidak ramai dan santai",keramaian|makanan|pelayanan,pelayanan|makanan|keramaian,A01,yes,
resto-hotel-v2_003984::c000,resto-hotel-v2_003984,place_00089,Family Resto,restoran,0,Makanannya enak dan harga terjangkau,harga,harga|makanan,A01,yes,
resto-hotel-v2_004009::c002,resto-hotel-v2_004009,place_00089,Family Resto,restoran,2,Mungkin pemiliknya bisa memperbaiki minumannya,lainnya,makanan,A01,yes,Perbaikan minuman = makanan
resto-hotel-v2_004009::c005,resto-hotel-v2_004009,place_00089,Family Resto,restoran,5,Porsi makanannya juga banyak,lainnya,makanan,A01,yes,
resto-hotel-v2_004029::c001,resto-hotel-v2_004029,place_00089,Family Resto,restoran,1,pertahankan rasa makanan dan pelayanan👍👍💪,makanan|pelayanan,pelayanan|makanan,A01,yes,
resto-hotel-v2_004033::c000,resto-hotel-v2_004033,place_00089,Family Resto,restoran,0,"Rekomendasi banget sih, makanan nya enak free wifi, mantap"", pas depan danau toba lagi, mantap sih mantap",internet_sinyal|makanan,harga|pelayanan|makanan|pemandangan|internet_sinyal,A01,yes,
resto-hotel-v2_004049::c000,resto-hotel-v2_004049,place_00122,Kedai Bakmi Bahagia,restoran,0,No television nor wifi,internet_sinyal,internet_sinyal,A01,yes,
resto-hotel-v2_004052::c013,resto-hotel-v2_004052,place_00122,Kedai Bakmi Bahagia,restoran,13,"Marah-marah pakai bahasa Batak, dikira kami gak ngerti",lainnya,pelayanan,A01,yes,"Keluhan marah-marah staf = pelayanan, bukan budaya"
resto-hotel-v2_004101::c006,resto-hotel-v2_004101,place_00329,Kedai Bakmi Bahagia Sukaria,hotel_resto,6,Layak untuk kembali ketika melewati Balige!,lainnya,none,A01,yes,
resto-hotel-v2_004155::c000,resto-hotel-v2_004155,place_00222,Rumah Dimsum Balige,restoran,0,Lokasinya bagus dan parkir juga gampang,parkir,parkir,A01,yes,
resto-hotel-v2_004155::c001,resto-hotel-v2_004155,place_00222,Rumah Dimsum Balige,restoran,1,"Makanan dan minumannya enak, rasanya kayak masakan rumahan",makanan,makanan,A01,yes,
resto-hotel-v2_004156::c000,resto-hotel-v2_004156,place_00222,Rumah Dimsum Balige,restoran,0,Makanan Enak dan Harga Sangat Terjangkau,harga|makanan,harga|makanan,A01,yes,
resto-hotel-v2_004161::c000,resto-hotel-v2_004161,place_00222,Rumah Dimsum Balige,restoran,0,"Udang nya bau amis dan tidak fresh, jadinya saya hanya cicip 1 dan tidak lanjut makan lagi daripada saya sakit Terlalu semua Minuman terlalu manis Makanan juga terlalu asin",kebersihan|makanan,kebersihan|makanan,A01,yes,
resto-hotel-v2_004245::c000,resto-hotel-v2_004245,place_00232,Rumah Makan Khas Karo Tambar Lihe,restoran,0,Pencinta makanan tradisional Batak ayo merapat!!!!!,budaya|makanan,makanan,A01,yes,"'Batak' mendeskripsikan jenis makanan, bukan budaya"
resto-hotel-v2_004306::c003,resto-hotel-v2_004306,place_00073,Chinese Food Gemar,restoran,3,Harga juga lumayan,harga,harga,A01,yes,
resto-hotel-v2_004306::c005,resto-hotel-v2_004306,place_00073,Chinese Food Gemar,restoran,5,Kebersihan agak kek mana gitu,lainnya,kebersihan,A01,yes,
resto-hotel-v2_004333::c001,resto-hotel-v2_004333,place_00073,Chinese Food Gemar,restoran,1,Masakan Chinese food yang terkenal di kota ini,makanan,makanan,A01,yes,
resto-hotel-v2_004358::c005,resto-hotel-v2_004358,place_00285,The Deck Balige Restaurant Lounge,restoran,5,Ohaloooo super menyebalkan sampe saya gemeter saking kesalnya,lainnya,none,A01,yes,
resto-hotel-v2_004358::c006,resto-hotel-v2_004358,place_00285,The Deck Balige Restaurant Lounge,restoran,6,Pelayanan lambat dan not recomendeddd,pelayanan,pelayanan,A01,yes,
resto-hotel-v2_004361::c001,resto-hotel-v2_004361,place_00285,The Deck Balige Restaurant Lounge,restoran,1,Harga makanya juga masi standart cafe,harga,harga|makanan,A01,yes,
resto-hotel-v2_004397::c002,resto-hotel-v2_004397,place_00036,Balige Seafood,restoran,2,Semoga kualitas yang baik terus dipertahankan dan bisa di tingkatkan lebih lagi 🤍,lainnya,none,A01,yes,
resto-hotel-v2_004421::c000,resto-hotel-v2_004421,place_00207,Rm Gumarang,restoran,0,"Rest area bagi armada travel di kota Balige, rekomendasi ikan mas arsik dan kopi susu",transportasi,transportasi|makanan,A01,yes,Ikan mas arsik + kopi = makanan
resto-hotel-v2_004448::c004,resto-hotel-v2_004448,place_00131,Leo'S Restaurant,restoran,4,Exploring the island with him felt more like spending time with a friend than being on a tour,lainnya,none,A01,yes,
resto-hotel-v2_004477::c000,resto-hotel-v2_004477,place_00131,Leo'S Restaurant,restoran,0,"Masakannya enak..bumbu ikan meresap.ditambah pemiliknya pak leo super ramah skali..bagi yg dtg ke samosir tuk tuk..wajib coba, butuh travel guide, bapaknya bisa..serba bisa & ada 😁",pelayanan|transportasi,pelayanan|makanan,A01,yes,'travel guide' = pelayanan; masakan enak = makanan
resto-hotel-v2_004478::c000,resto-hotel-v2_004478,place_00131,Leo'S Restaurant,restoran,0,Makan malam yang luar biasa nikmat,makanan,makanan,A01,yes,'makan malam' bukan jam_operasional
resto-hotel-v2_004487::c001,resto-hotel-v2_004487,place_00131,Leo'S Restaurant,restoran,1,penjualnya juga ramaah dan baikk,lainnya,pelayanan,A01,yes,Pujian 'ramah dan baik' terhadap penjual = pelayanan
resto-hotel-v2_004509::c002,resto-hotel-v2_004509,place_00131,Leo'S Restaurant,restoran,2,Pelayanan yang sangat ramah!,pelayanan,pelayanan,A01,yes,
resto-hotel-v2_004556::c000,resto-hotel-v2_004556,place_00131,Leo'S Restaurant,restoran,0,Makanan memuaskan,makanan,makanan,A01,yes,
resto-hotel-v2_004594::c000,resto-hotel-v2_004594,place_00131,Leo'S Restaurant,restoran,0,"Lovely waiter, good food, best place in town",makanan,pelayanan|makanan,A01,yes,
resto-hotel-v2_004613::c000,resto-hotel-v2_004613,place_00131,Leo'S Restaurant,restoran,0,Good,lainnya,none,A01,yes,
resto-hotel-v2_004635::c000,resto-hotel-v2_004635,place_00131,Leo'S Restaurant,restoran,0,Lobster Toba & ayam napinadarnya enak,lainnya,makanan,A01,yes,
resto-hotel-v2_004639::c000,resto-hotel-v2_004639,place_00131,Leo'S Restaurant,restoran,0,"We travel around in tuktuk and then we decided to try the grill fish, so we search it up in google and found this place sell the grill fish",transportasi,makanan,A01,yes,'travel around' konteks; grill fish = makanan
resto-hotel-v2_004649::c000,resto-hotel-v2_004649,place_00204,Restoran Tabo Toko Roti Dan Sangrai Kopi,restoran,0,Nice bakery hidden in the cottage,lainnya,makanan,A01,yes,"Bakery = makanan, bukan akomodasi"
resto-hotel-v2_004666::c002,resto-hotel-v2_004666,place_00204,Restoran Tabo Toko Roti Dan Sangrai Kopi,restoran,2,Kopi yang enak dan kue yang enak!,lainnya,makanan,A01,yes,
resto-hotel-v2_004667::c005,resto-hotel-v2_004667,place_00204,Restoran Tabo Toko Roti Dan Sangrai Kopi,restoran,5,Pemandangan cottagenya bagus,pemandangan,pemandangan,A01,yes,
resto-hotel-v2_004669::c003,resto-hotel-v2_004669,place_00204,Restoran Tabo Toko Roti Dan Sangrai Kopi,restoran,3,Bisa pesan makanan vegetarian,makanan,makanan,A01,yes,
resto-hotel-v2_004673::c004,resto-hotel-v2_004673,place_00204,Restoran Tabo Toko Roti Dan Sangrai Kopi,restoran,4,Recommend for spending ur vacation here,lainnya,none,A01,yes,
resto-hotel-v2_004678::c003,resto-hotel-v2_004678,place_00204,Restoran Tabo Toko Roti Dan Sangrai Kopi,restoran,3,Service was very friendly and good setting,pelayanan,pelayanan,A01,yes,
resto-hotel-v2_004682::c001,resto-hotel-v2_004682,place_00117,Joe'S Restaurant,restoran,1,Makanannya sangat enak karena Oli menyiapkan makan malam untuk kami sesuai permintaan dan rasanya lezat!,makanan,makanan,A01,yes,'makan malam' konteks waktu; bukan jam_operasional
resto-hotel-v2_004688::c001,resto-hotel-v2_004688,place_00117,Joe'S Restaurant,restoran,1,Keluarganya menggemaskan dan pemilik restoran sangat membantu,pelayanan,pelayanan,A01,yes,
resto-hotel-v2_004705::c000,resto-hotel-v2_004705,place_00117,Joe'S Restaurant,restoran,0,Good bbq and super nice people!,lainnya,pelayanan|makanan,A01,yes,BBQ (makanan) + nice people (pelayanan)
resto-hotel-v2_004705::c001,resto-hotel-v2_004705,place_00117,Joe'S Restaurant,restoran,1,I suggest the bbq fish which is amazing!,lainnya,makanan,A01,yes,Rekomendasi ikan bakar = makanan
resto-hotel-v2_004710::c000,resto-hotel-v2_004710,place_00117,Joe'S Restaurant,restoran,0,Makanannya enak dan Owner-nya ramah,pelayanan,pelayanan|makanan,A01,yes,
resto-hotel-v2_004715::c000,resto-hotel-v2_004715,place_00117,Joe'S Restaurant,restoran,0,Makanannya sangat lezat dan banyak pilihan,lainnya,makanan,A01,yes,
resto-hotel-v2_004716::c000,resto-hotel-v2_004716,place_00117,Joe'S Restaurant,restoran,0,Ikan bakarnya jossss,lainnya,makanan,A01,yes,
resto-hotel-v2_004725::c000,resto-hotel-v2_004725,place_00290,Today'S Cafe,restoran,0,Amazing food and even better service!,makanan|pelayanan,pelayanan|makanan,A01,yes,
resto-hotel-v2_004728::c002,resto-hotel-v2_004728,place_00290,Today'S Cafe,restoran,2,Karyawan juga sangat ramah dan sopan,pelayanan,pelayanan,A01,yes,
resto-hotel-v2_004745::c000,resto-hotel-v2_004745,place_00290,Today'S Cafe,restoran,0,Nice restaurant and friendly service,makanan|pelayanan,pelayanan|makanan,A01,yes,
resto-hotel-v2_004752::c000,resto-hotel-v2_004752,place_00290,Today'S Cafe,restoran,0,The food is very much different from what you get in other of the usual warungs/restaurants,makanan,makanan,A01,yes,
resto-hotel-v2_004755::c002,resto-hotel-v2_004755,place_00290,Today'S Cafe,restoran,2,Semua ini dengan harga yang sangat terjangkau,harga,harga,A01,yes,
resto-hotel-v2_004776::c002,resto-hotel-v2_004776,place_00290,Today'S Cafe,restoran,2,"Pukul 16.30, sangat lelah, kami sampai dan bisa makan enak",makanan,akses_jalan|makanan,A01,yes,
resto-hotel-v2_004803::c002,resto-hotel-v2_004803,place_00290,Today'S Cafe,restoran,2,"Pelayanan bagus, wifi",internet_sinyal|pelayanan,pelayanan|internet_sinyal,A01,yes,
resto-hotel-v2_004818::c000,resto-hotel-v2_004818,place_00290,Today'S Cafe,restoran,0,Restoran yang bagus dengan makanan yang benar-benar lezat,makanan,makanan,A01,yes,
resto-hotel-v2_004832::c000,resto-hotel-v2_004832,place_00290,Today'S Cafe,restoran,0,Tempat yang fantastis dengan staf yang ramah dan makanan lezat!,makanan|pelayanan,pelayanan|makanan,A01,yes,
resto-hotel-v2_004833::c000,resto-hotel-v2_004833,place_00290,Today'S Cafe,restoran,0,"Great place, delicious food and kind staff",makanan|pelayanan,pelayanan|makanan,A01,yes,
resto-hotel-v2_004837::c001,resto-hotel-v2_004837,place_00290,Today'S Cafe,restoran,1,"Staf super ramah, penuh perhatian, penuh perhatian yang berbicara bahasa Inggris dengan baik",keramaian|pelayanan,pelayanan|keramaian,A01,yes,
resto-hotel-v2_004849::c001,resto-hotel-v2_004849,place_00290,Today'S Cafe,restoran,1,WiFi working well,internet_sinyal,internet_sinyal,A01,yes,
resto-hotel-v2_004862::c000,resto-hotel-v2_004862,place_00078,Damasus Nataboan Resto,restoran,0,Perjuangan makan ke sini harus siap melewati jalan sempit dan terjal yang muat untuk 1 mobil,akses_jalan|makanan,akses_jalan|parkir|makanan,A01,yes,
resto-hotel-v2_004881::c004,resto-hotel-v2_004881,place_00078,Damasus Nataboan Resto,restoran,4,Pemandangan dan suasana alam ditempat makannya luar biasa indah dan bersih,kebersihan|pemandangan,kebersihan|pemandangan,A01,yes,
resto-hotel-v2_004887::c001,resto-hotel-v2_004887,place_00078,Damasus Nataboan Resto,restoran,1,Harga makanannya lumayan,harga,harga,A01,yes,
resto-hotel-v2_004891::c000,resto-hotel-v2_004891,place_00078,Damasus Nataboan Resto,restoran,0,"Lebih baik gunakan perahu untuk makan di sini, jangan menggunakan mobil",makanan,transportasi|parkir|makanan,A01,yes,
resto-hotel-v2_004891::c001,resto-hotel-v2_004891,place_00078,Damasus Nataboan Resto,restoran,1,Jalan sangat sempit,akses_jalan,akses_jalan,A01,yes,
resto-hotel-v2_004897::c000,resto-hotel-v2_004897,place_00078,Damasus Nataboan Resto,restoran,0,"Singkat saja, restoran ini pelayanannya sangat buruk",makanan,pelayanan,A01,yes,"Pelayanan sangat buruk = pelayanan, bukan none"
resto-hotel-v2_004930::c000,resto-hotel-v2_004930,place_00078,Damasus Nataboan Resto,restoran,0,"Resto dipinggir Danau Toba, kalau akses naik mobil cukup menantang karena jalannya kecil dan menurun cukup tajam, cuma kemarin kami kesini naik kapal pinisi jadi langsung sampai restonya",akses_jalan|transportasi,akses_jalan|transportasi|parkir|makanan|pemandangan,A01,yes,
resto-hotel-v2_004930::c005,resto-hotel-v2_004930,place_00078,Damasus Nataboan Resto,restoran,5,"lumayan bersih, wc nya juga lumayan bersih",kebersihan|toilet,kebersihan|toilet,A01,yes,
resto-hotel-v2_004938::c000,resto-hotel-v2_004938,place_00078,Damasus Nataboan Resto,restoran,0,"Suasananya nyaman, makanan enak, cuma jalan menuju resto yg sempit bila ada 2 mobil berselisihan, harus ada 1 yg mengalah ke pinggir dulu",akses_jalan|makanan,akses_jalan|parkir|makanan,A01,yes,
resto-hotel-v2_004954::c000,resto-hotel-v2_004954,place_00078,Damasus Nataboan Resto,restoran,0,"Suasana boleh oke, tp pelayanan lambat, makanan gak lengkap",makanan|pelayanan,pelayanan|makanan,A01,yes,
resto-hotel-v2_004955::c001,resto-hotel-v2_004955,place_00078,Damasus Nataboan Resto,restoran,1,"untuk pelayanan nya sangat kuranggg baik, saya dan keluarga hampir 1 jam lebih menunggu makanan tidak juga kunjung datang, makanan sudah datang eh piring untuk makan nya tidak datang-datang, malahan ibu saya yang datang turun ke dapur membawa piring sendiri, belum lagi sesudah makan, minum tak kunjung juga datang, kita sudah effort untuk datang dan turun dengan jalan yg cukup curam",akses_jalan|makanan|pelayanan,akses_jalan|pelayanan|makanan|jam_operasional|aksesibilitas,A01,yes,
resto-hotel-v2_004959::c002,resto-hotel-v2_004959,place_00078,Damasus Nataboan Resto,restoran,2,You can drive down to patra jasa from the main road or rent a ferry from anywhere around samosir to get here,transportasi,akses_jalan|transportasi,A01,yes,
resto-hotel-v2_005023::c006,resto-hotel-v2_005023,place_00137,Maruba Restaurant,restoran,6,"I suspect it came from andaliman, the famous Batak ""magic spice"" – similar to Sichuan pepper",lainnya,makanan,A01,yes,"Andaliman bumbu masakan = makanan, bukan budaya"
resto-hotel-v2_005039::c003,resto-hotel-v2_005039,place_00137,Maruba Restaurant,restoran,3,The garlic bread were two slices of sandwich bread with some garlic,lainnya,makanan,A01,yes,Garlic bread = membahas makanan
resto-hotel-v2_005045::c000,resto-hotel-v2_005045,place_00137,Maruba Restaurant,restoran,0,"Menu banyak berubah, rasa tetap sama sangat enak",makanan,makanan,A01,yes,
resto-hotel-v2_005058::c003,resto-hotel-v2_005058,place_00137,Maruba Restaurant,restoran,3,"Gaëlle & Loïc, orang Prancis di atas kapal",transportasi,transportasi,A01,yes,
resto-hotel-v2_005070::c001,resto-hotel-v2_005070,place_00137,Maruba Restaurant,restoran,1,The food was very good and well prepared,makanan,makanan,A01,yes,
resto-hotel-v2_005079::c002,resto-hotel-v2_005079,place_00137,Maruba Restaurant,restoran,2,Both dishes were delicious!,lainnya,makanan,A01,yes,
resto-hotel-v2_005101::c001,resto-hotel-v2_005101,place_00023,Alyssa Restaurant Pizza,restoran,1,"You can also rent a motorbike, use wash-machine or ask for any questions",lainnya,transportasi|fasilitas_umum,A01,yes,Sewa motor (transportasi) + mesin cuci (fasilitas)
resto-hotel-v2_005134::c006,resto-hotel-v2_005134,place_00023,Alyssa Restaurant Pizza,restoran,6,"Also free WiFi, FYI",internet_sinyal,harga|internet_sinyal,A01,yes,
resto-hotel-v2_005136::c004,resto-hotel-v2_005136,place_00023,Alyssa Restaurant Pizza,restoran,4,"Di dapur tertutup, istri dan anak perempuan pemilik bekerja keras untuk menyiapkan semua hidangan enak dan lezat lainnya",pemandangan,pelayanan|makanan,A01,yes,'anak perempuan' bukan aksesibilitas
resto-hotel-v2_005173::c001,resto-hotel-v2_005173,place_00116,Jenny'S Restaurant,restoran,1,Restorannya nyaman dan Rendang Daging Sapinya luar biasa,lainnya,makanan,A01,yes,
resto-hotel-v2_005179::c002,resto-hotel-v2_005179,place_00116,Jenny'S Restaurant,restoran,2,Staf yang ramah dan WiFi tersedia,internet_sinyal|pelayanan,pelayanan|internet_sinyal,A01,yes,
resto-hotel-v2_005198::c001,resto-hotel-v2_005198,place_00116,Jenny'S Restaurant,restoran,1,Terlalu lama menunggu,jam_operasional,pelayanan,A01,yes,"'lama menunggu' = pelayanan lambat, bukan jam operasional"
resto-hotel-v2_005203::c002,resto-hotel-v2_005203,place_00116,Jenny'S Restaurant,restoran,2,layanannya agak mengecewakan,pelayanan,pelayanan,A01,yes,"'layanannya mengecewakan' = pelayanan, bukan none"
resto-hotel-v2_005204::c019,resto-hotel-v2_005204,place_00116,Jenny'S Restaurant,restoran,19,"Jika Anda menyukai makanan cepat saji, mungkin Mac Donald's lebih cocok untuk Anda",makanan|pelayanan,makanan,A01,yes,
resto-hotel-v2_005206::c001,resto-hotel-v2_005206,place_00116,Jenny'S Restaurant,restoran,1,Restorannya ramai jadi butuh beberapa saat untuk mendapatkan makanan,keramaian|makanan,makanan|keramaian,A01,yes,
resto-hotel-v2_005229::c000,resto-hotel-v2_005229,place_00116,Jenny'S Restaurant,restoran,0,We dined in this small restaurant as a small travel group,makanan|transportasi,makanan,A01,yes,"'travel group' konteks, bukan transportasi"
resto-hotel-v2_005280::c000,resto-hotel-v2_005280,place_00116,Jenny'S Restaurant,restoran,0,Nice food and amazing attention!,makanan,makanan,A01,yes,
resto-hotel-v2_005284::c001,resto-hotel-v2_005284,place_00116,Jenny'S Restaurant,restoran,1,overpriced for what they serve,harga,harga,A01,yes,
resto-hotel-v2_005295::c001,resto-hotel-v2_005295,place_00116,Jenny'S Restaurant,restoran,1,Banyak pilihan makanan dengan harga terjangkau,harga|makanan,harga|makanan,A01,yes,
resto-hotel-v2_005312::c007,resto-hotel-v2_005312,place_00116,Jenny'S Restaurant,restoran,7,"ketika pelayan membuka tutup botolnya, bibirnya pecah",jam_operasional,none,A01,yes,"'tutup botol' = tutup botol, bukan jam operasional"
resto-hotel-v2_005312::c008,resto-hotel-v2_005312,place_00116,Jenny'S Restaurant,restoran,8,dia tetap menyajikannya kepada saya setelah mengambil pecahan kaca di lantai,lainnya,kebersihan|pelayanan,A01,yes,Keluhan pelayanan (menyajikan pecahan kaca) + kebersihan
resto-hotel-v2_005339::c003,resto-hotel-v2_005339,place_00047,Biwa Cafe 26 Resto,restoran,3,Toilet cukup bersih 4,kebersihan|toilet,kebersihan|toilet,A01,yes,
resto-hotel-v2_005339::c009,resto-hotel-v2_005339,place_00047,Biwa Cafe 26 Resto,restoran,9,Parkir luas dan gratis,harga|parkir,parkir|harga,A01,yes,
resto-hotel-v2_005357::c001,resto-hotel-v2_005357,place_00047,Biwa Cafe 26 Resto,restoran,1,View bagus,pemandangan,pemandangan,A01,yes,
resto-hotel-v2_005370::c005,resto-hotel-v2_005370,place_00047,Biwa Cafe 26 Resto,restoran,5,Cantik!,pemandangan,pemandangan,A01,yes,
resto-hotel-v2_005378::c000,resto-hotel-v2_005378,place_00047,Biwa Cafe 26 Resto,restoran,0,Suasanan enak di puncak dan view langsung liat danau toba,pemandangan,pemandangan,A01,yes,'enak suasana' bukan makanan
resto-hotel-v2_005396::c002,resto-hotel-v2_005396,place_00047,Biwa Cafe 26 Resto,restoran,2,"Layanan baik, staff sangat ramah dan membantu",pelayanan,pelayanan,A01,yes,
resto-hotel-v2_005443::c000,resto-hotel-v2_005443,place_00047,Biwa Cafe 26 Resto,restoran,0,"Awal ke resto makanan nya enak, kali kedua kesini rasa nya berubah total",makanan,makanan,A01,yes,
resto-hotel-v2_005450::c000,resto-hotel-v2_005450,place_00047,Biwa Cafe 26 Resto,restoran,0,"Tempatnya nyaman ada indoor & outdoor, area parkir luas",parkir,parkir,A01,yes,
resto-hotel-v2_005462::c004,resto-hotel-v2_005462,place_00047,Biwa Cafe 26 Resto,restoran,4,bisa diberi pewangi kamar mandi,akomodasi|toilet,toilet,A01,yes,Resto; kamar mandi bukan akomodasi
resto-hotel-v2_005473::c000,resto-hotel-v2_005473,place_00047,Biwa Cafe 26 Resto,restoran,0,Jika di perkenan kan...ter khusus orang2 yg melintas antar kota..boleh di perpanjang waktu untuk buka resto nya...sampai pagi atau 24 jam...terima kasih...karena resto nya luas parkir dan menu makanan banyak pilihan nya dan enak,makanan|parkir,akses_jalan|parkir|makanan|jam_operasional,A01,yes,
resto-hotel-v2_005495::c000,resto-hotel-v2_005495,place_00047,Biwa Cafe 26 Resto,restoran,0,"Suasana cafe nilai 8/10 bersih, sejuk, hijau",kebersihan,kebersihan|makanan|pemandangan,A01,yes,
resto-hotel-v2_005512::c000,resto-hotel-v2_005512,place_00047,Biwa Cafe 26 Resto,restoran,0,"Parkir Luas,Kebersihan Terjaga Pelayanan Sangat Ramah Baru Masuk Langsung Disambut Mantabb😇",parkir|pelayanan,parkir|kebersihan|pelayanan,A01,yes,
