canonical_place_id,canonical_place_name,source_sheet,source_place_name,normalized_place_name,match_score,match_method,match_status,needs_manual_review,candidate_canonical_place_id,candidate_canonical_place_name
place_00302,warung mak iwan,resto-metadata,warung mak iwan,warung mak iwan,88.5,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00300,Warung Kembar (KHAS BATAK)
place_00303,Warung Makan Muslim Bu Nurul,resto-metadata,Warung Makan Muslim Bu Nurul,warung makan muslim bu nurul,88.5,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00212,RM muslim MENARA
place_00304,Warung Muslim Pecel Lele Dan Bakso Raksasa Pak Aziz,resto-metadata,Warung Muslim Pecel Lele Dan Bakso Raksasa Pak Aziz,warung muslim pecel lele dan bakso raksasa pak aziz,88.5,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00032,Bakso Dorela
place_00305,Warung Pesona Alam,resto-metadata,Warung Pesona Alam,warung pesona alam,88.5,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00301,"Warung Kopi Synergy,Samosir"
place_00307,Widya Restaurant,resto-metadata,Widya Restaurant,widya restaurant,88.5,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00086,Driving Range Restaurant
place_00308,Wisata Alam Fishing-Camp Siarubung,wisata-metadata,Wisata Alam Fishing-Camp Siarubung,wisata alam fishing camp siarubung,88.5,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00081,Desa Wisata Sigapiton
place_00311,Wisata Bukit Gibeon,wisata-metadata,Wisata Bukit Gibeon,wisata bukit gibeon,88.5,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00059,Bukit Burung
place_00315,Yolanda Restaurant,resto-metadata,Yolanda Restaurant,yolanda restaurant,88.5,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00100,Horas Vegetarian Restaurant
place_00316,Air Soda Parbubu,wisata-v2,Air Soda Parbubu,air soda parbubu,92.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00176,Pemandian Air Soda Parbubu
place_00318,Air Terjun Lae Mbilulu,wisata-v2,Air Terjun Lae Mbilulu,air terjun lae mbilulu,92.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00008,Air Terjun Lae
place_00319,Air Terjun Sigarattung (Sampuran Na Pitu),wisata-v2,Air Terjun Sigarattung (Sampuran Na Pitu),air terjun sigarattung sampuran na pitu,92.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00013,Air Terjun Sigarattung
place_00321,Bukit Holbung Samosir,wisata-v2,Bukit Holbung Samosir,bukit holbung samosir,92.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00061,Bukit Holbung
place_00325,Hkbp Balige,wisata-v2,Hkbp Balige,hkbp balige,92.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00092,Gereja Tua HKBP Balige
place_00328,"Kebun Teh Bahbutong, Sidamanik",wisata-v2,"Kebun Teh Bahbutong, Sidamanik",kebun teh bahbutong sidamanik,93.377,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00121,Kebun Teh Sidamanik
place_00329,Kedai Bakmi Bahagia Sukaria,resto-hotel-v2,Kedai Bakmi Bahagia Sukaria,kedai bakmi bahagia sukaria,90.25,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00122,Kedai Bakmi Bahagia 2
place_00333,Mual Sirambe Nauli,wisata-v2,Mual Sirambe Nauli,mual sirambe nauli,92.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00144,Mual Sirambe
place_00342,Pantai Paris,wisata-v2,Pantai Paris,pantai paris,92.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00149,Objek Wisata Pantai Paris
place_00344,Parhonasan (Kebun Nenas) Sempung Polling,wisata-v2,Parhonasan (Kebun Nenas) Sempung Polling,parhonasan kebun nenas sempung polling,92.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00169,Parhonasan
place_00354,Rumah Adat Pak Pak (Raja Aur Mpu Ladang Saraan),wisata-v2,Rumah Adat Pak Pak (Raja Aur Mpu Ladang Saraan),rumah adat pak pak raja aur mpu ladang saraan,92.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00220,Rumah Adat Pak Pak
place_00357,Rumah Makan Diva Putri Minang,resto-hotel-v2,Rumah Makan Diva Putri Minang,rumah makan diva putri minang,90.1402,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00084,Diva Putri Minang
place_00358,Rumah Makan Islam Murni Tuktuk Siadong,resto-hotel-v2,Rumah Makan Islam Murni Tuktuk Siadong,rumah makan islam murni tuktuk siadong,90.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00227,Rumah Makan Islam Murni
place_00369,Situs Objek Diduga Cagar Budaya Batu Sijongjong Dan Batu Sigadap,wisata-v2,Situs Objek Diduga Cagar Budaya Batu Sijongjong Dan Batu Sigadap,situs objek diduga cagar budaya batu sijongjong dan batu sigadap,92.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00044,Batu Sigadap
place_00370,Sopo Guru Tatea Bulan,wisata-v2,Sopo Guru Tatea Bulan,sopo guru tatea bulan,92.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00267,Sopo Guru Tatea Bulan | ᯘᯬᯇᯬ ᯎᯮᯒᯮ ᯖᯖᯩᯀ ᯅᯮᯞᯉ᯲
place_00371,Taman Wisata Danau Ii Sicike-Cike,wisata-v2,Taman Wisata Danau Ii Sicike-Cike,taman wisata danau ii sicike cike,92.0,fuzzy_tfidf_candidate,new_needs_manual_review,True,place_00257,Sicike cike
